,Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5698,25000.0,2008-01-07,New Business,757.0,14.36%,113xx,NY,< 1 year,0.0
5699,2500.0,2008-01-07,other,665.0,7.15%,832xx,ID,10+ years,0.0
5700,8000.0,2008-01-07,edwards30,689.0,9.5%,900xx,CA,2 years,0.0
5701,10000.0,2008-01-07,ChrisTech,552.0,10.73%,920xx,CA,7 years,0.0
5702,22000.0,2008-01-07,debt_consolidation,643.0,14.37%,895xx,NV,2 years,0.0
5703,15500.0,2008-01-07,debt_consolidation,711.0,31.74%,921xx,CA,10+ years,0.0
5704,3000.0,2008-01-07,major_purchase,683.0,5.63%,123xx,NY,1 year,0.0
5705,8500.0,2008-01-07,major_purchase,724.0,0%,273xx,NC,< 1 year,0.0
5706,7500.0,2008-01-08,Funds for business equipment financing,653.0,12.7%,064xx,CT,10+ years,0.0
5707,5000.0,2008-01-08,rbetarie07,513.0,22.48%,153xx,PA,8 years,0.0
5708,7500.0,2008-01-08,BLN1936,652.0,38.69%,070xx,NJ,3 years,0.0
5709,12000.0,2008-01-08,debt_consolidation,669.0,15.97%,112xx,NY,< 1 year,0.0
5710,2000.0,2008-01-08,BGJ77,633.0,33.81%,146xx,NY,< 1 year,0.0
5711,10000.0,2008-01-08,roccosdad5510,548.0,18.64%,053xx,VT,2 years,0.0
5712,9500.0,2008-01-08,Hope,666.0,0.49%,277xx,NC,3 years,0.0
5713,7800.0,2008-01-08,debt_consolidation,735.0,40%,217xx,MD,2 years,0.0
5714,5000.0,2008-01-08,goodmom,490.0,21.71%,236xx,VA,5 years,0.0
5715,3000.0,2008-01-08,LSA,590.0,1.3%,333xx,FL,1 year,0.0
5716,10000.0,2008-01-08,Debt Consolidation,654.0,12.13%,900xx,CA,3 years,0.0
5717,10000.0,2008-01-08,debt_consolidation,700.0,20.18%,766xx,TX,10+ years,0.0
5718,3000.0,2008-01-08,Personal Loan for Expenses,697.0,14.14%,300xx,GA,< 1 year,0.0
5719,25000.0,2008-01-08,vickie wilcox,494.0,12%,834xx,ID,10+ years,0.0
5720,19000.0,2008-01-08,debt_consolidation,709.0,71.13%,118xx,NY,2 years,0.0
5721,25000.0,2008-01-08,nimshac,732.0,41.24%,217xx,MD,3 years,0.0
5722,3000.0,2008-01-08,other,0.0,0%,028xx,RI,10+ years,0.0
5723,9500.0,2008-01-08,debt_consolidation,670.0,44.38%,410xx,KY,10+ years,0.0
5724,8000.0,2008-01-08,debt_consolidation,704.0,24.15%,787xx,TX,< 1 year,0.0
5725,20000.0,2008-01-08,major_purchase,757.0,0%,773xx,TX,1 year,0.0
5726,500.0,2008-01-08,johnboy,444.0,14.01%,290xx,SC,10+ years,0.0
5727,15000.0,2008-01-08,debt_consolidation,608.0,10.73%,750xx,TX,10+ years,0.0
5728,5000.0,2008-01-08,jayne,460.0,15.39%,030xx,NH,10+ years,0.0
5729,16000.0,2008-01-08,debt_consolidation,,100%,122xx,NY,1 year,0.0
5730,5000.0,2008-01-08,major_purchase,734.0,4.22%,275xx,NC,2 years,0.0
5731,7200.0,2008-01-08,Planning a wedding and honeymoon,792.0,0.67%,411xx,KY,6 years,0.0
5732,18000.0,2008-01-08,debt_consolidation,695.0,41.6%,928xx,CA,3 years,0.0
5733,25000.0,2008-01-08,kla,713.0,32.22%,275xx,NC,4 years,0.0
5734,20000.0,2008-01-08,debt_consolidation,656.0,11.25%,104xx,NY,10+ years,0.0
5735,3700.0,2008-01-08,Being financially proactive,693.0,8.9%,112xx,NY,1 year,0.0
5736,3000.0,2008-01-08,debt_consolidation,,100%,120xx,NY,10+ years,0.0
5737,16000.0,2008-01-08,ladydiamond,660.0,45.66%,871xx,NM,10+ years,0.0
5738,17350.0,2008-01-08,Wanting To Start A Scooter Company,726.0,18.04%,328xx,FL,1 year,0.0
5739,7500.0,2008-01-08,czaremba973,628.0,17.98%,465xx,IN,< 1 year,0.0
5740,2000.0,2008-01-08,swebb26,467.0,16.59%,330xx,FL,9 years,0.0
5741,4000.0,2008-01-08,DianaP17,514.0,36.94%,953xx,CA,3 years,0.0
5742,8000.0,2008-01-08,"Just passed 4-hour CA state exam to move up from licensed to certified residential appraiser.  When the state issues the document, my earning ability will increase by 40%. I am currently paying other appraisers that 40% for each report I do: as a licensed appraiser I am required by law to have a certified appraiser review my work for high-value properties).  However, the collapse of the subprime market has devalued my home, so that I am no longer able to tap my home equity line of credit to help carry me through to the higher earnings plateau.  I am beginning to fall behind on my mortgage and credit card payments. This has impacted on my (until recently excellent) credit score.  This is a TEMPORARY situation.  I have worked very hard to reach this level in my profession. My earnings will definitely increase in 2008, and I will be able to repay this loan and get back on my feet.",525.0,10.02%,940xx,CA,< 1 year,0.0
5743,1800.0,2008-01-08,vegaslender,455.0,30.78%,890xx,NV,9 years,0.0
5744,2000.0,2008-01-08,"My request for this loan is to consolidate my debt.   I've racked up credit card debt and on my way to paying every cent.   The debt came mainly from school expenses and trying to maintain a dying car. Now that I'm six months into a new job and my transportation issues have been resolved I'm more that motivated to get rid of this debt.  Though it's not much debt, I would much rather pay interest to the members of this community vs. the credit card companies that take advantage of their card members.",701.0,32.78%,300xx,GA,< 1 year,0.0
5745,1000.0,2008-01-08,dann,512.0,0%,981xx,WA,3 years,0.0
5746,2500.0,2008-01-08,noestitch,630.0,30.9%,933xx,CA,< 1 year,0.0
5747,23000.0,2008-01-08,TeenyWeenie,717.0,23.2%,152xx,PA,10+ years,0.0
5748,1600.0,2008-01-08,debt_consolidation,661.0,25.57%,891xx,NV,4 years,0.0
5749,10000.0,2008-01-08,major_purchase,708.0,15.2%,679xx,KS,4 years,0.0
5750,12000.0,2008-01-08,MY Loan,704.0,8.36%,548xx,WI,< 1 year,0.0
5751,6000.0,2008-01-08,debt_consolidation,607.0,2.64%,111xx,NY,2 years,0.0
5752,12000.0,2008-01-08,debt_consolidation,699.0,4.82%,287xx,NC,10+ years,0.0
5753,21000.0,2008-01-08,debt_consolidation,738.0,33.21%,026xx,MA,6 years,0.0
5754,15000.0,2008-01-08,debt_consolidation,694.0,28.91%,776xx,TX,6 years,0.0
5755,6500.0,2008-01-08,Dylans Future,481.0,25.26%,550xx,MN,10+ years,0.0
5756,3500.0,2008-01-08,klynnw2,526.0,35.93%,915xx,CA,1 year,0.0
5757,5000.0,2008-01-08,jdismukes,489.0,36.96%,363xx,AL,2 years,0.0
5758,11000.0,2008-01-08,other,623.0,46.07%,422xx,KY,< 1 year,0.0
5759,24000.0,2008-01-08,debt_consolidation,741.0,27.7%,481xx,MI,2 years,0.0
5760,23000.0,2008-01-08,debt_consolidation,704.0,25.51%,416xx,KY,10+ years,0.0
5761,1200.0,2008-01-08,weezer,526.0,0%,060xx,CT,7 years,0.0
5762,4500.0,2008-01-08,MMalaise,593.0,0.53%,761xx,TX,< 1 year,0.0
5763,3200.0,2008-01-08,Trailer,715.0,16.98%,786xx,TX,4 years,0.0
5764,7500.0,2008-01-08,debt_consolidation,,100%,980xx,WA,4 years,0.0
5765,1500.0,2008-01-08,Sheenal,462.0,26.28%,357xx,AL,< 1 year,0.0
5766,12500.0,2008-01-08,Tuition Fee,641.0,0.91%,900xx,CA,4 years,0.0
5767,7000.0,2008-01-08,other,,100%,920xx,CA,< 1 year,0.0
5768,10000.0,2008-01-08,debt_consolidation,696.0,40.5%,060xx,CT,3 years,0.0
5769,7000.0,2008-01-08,Aaron Kingsbury,694.0,24.07%,921xx,CA,< 1 year,0.0
5770,4000.0,2008-01-08,other,676.0,42.29%,600xx,IL,4 years,0.0
5771,20000.0,2008-01-09,lioness,628.0,30.08%,181xx,PA,< 1 year,0.0
5772,3200.0,2008-01-09,kishoreg,663.0,0.36%,601xx,IL,6 years,0.0
5773,25000.0,2008-01-09,bwestphal,527.0,7.29%,604xx,IL,10+ years,0.0
5774,7500.0,2008-01-09,Payoff,666.0,13.71%,275xx,NC,2 years,0.0
5775,3500.0,2008-01-09,debt_consolidation,595.0,11.99%,393xx,MS,10+ years,0.0
5776,500.0,2008-01-09,eagle123,624.0,12.25%,076xx,NJ,10+ years,0.0
5777,6000.0,2008-01-09,uday001,638.0,18.17%,483xx,MI,< 1 year,0.0
5778,1500.0,2008-01-09,jbird35,488.0,22.73%,310xx,GA,1 year,0.0
5779,3000.0,2008-01-09,debt_consolidation,748.0,55.57%,064xx,CT,3 years,0.0
5780,15000.0,2008-01-09,mdwright,601.0,25.9%,310xx,GA,< 1 year,0.0
5781,16000.0,2008-01-09,other,680.0,13.92%,117xx,NY,10+ years,0.0
5782,5000.0,2008-01-09,pati,443.0,7.91%,784xx,TX,10+ years,0.0
5783,15000.0,2008-01-09,tnovad,602.0,64.08%,201xx,VA,4 years,0.0
5784,19000.0,2008-01-09,musclehed,644.0,19.94%,852xx,AZ,4 years,0.0
5785,2500.0,2008-01-09,other,624.0,30%,630xx,MO,8 years,0.0
5786,5000.0,2008-01-09,lawyergirl,457.0,12.45%,360xx,AL,< 1 year,0.0
5787,12500.0,2008-01-09,I would like to pay off some high interest (20%-22+%) credit cards and consolidate my debt into one more mangeable monthly payment.  I am trying to buy my first home by using a VA home loan that I qualify for due to be a disabled vet.  The VA will not approve me until I pay these 3 credit cards in full. Please help me to obtain my dream of owning a home.,479.0,5.35%,370xx,TN,< 1 year,0.0
5788,20000.0,2008-01-09,debt_consolidation,695.0,26.86%,062xx,CT,10+ years,0.0
5789,13000.0,2008-01-09,debt_consolidation,739.0,42.04%,025xx,MA,10+ years,0.0
5790,5000.0,2008-01-09,debt_consolidation,629.0,31.87%,785xx,TX,1 year,0.0
5791,10000.0,2008-01-09,funeral,709.0,0.74%,322xx,FL,10+ years,0.0
5792,8950.0,2008-01-09,i would like to pay off my high debts,692.0,26.69%,391xx,MS,1 year,0.0
5793,10000.0,2008-01-09,baker83,725.0,0.98%,900xx,CA,4 years,0.0
5794,13000.0,2008-01-09,BTTJ417,608.0,0%,349xx,FL,3 years,0.0
5795,6500.0,2008-01-09,Mizchara,564.0,15.32%,631xx,MO,< 1 year,0.0
5796,10000.0,2008-01-09,other,,100%,208xx,MD,10+ years,0.0
5797,15000.0,2008-01-09,debt_consolidation,662.0,28.52%,120xx,NY,8 years,0.0
5798,10000.0,2008-01-09,other,,100%,112xx,NY,10+ years,0.0
5799,10950.0,2008-01-09,LiquidAssets,658.0,28.63%,551xx,MN,8 years,0.0
5800,10100.0,2008-01-09,Combination Loan,694.0,27.48%,109xx,NY,< 1 year,0.0
5801,2500.0,2008-01-09,topguard,593.0,25.54%,440xx,OH,3 years,0.0
5802,3000.0,2008-01-09,Richlaw,573.0,14.26%,850xx,AZ,< 1 year,0.0
5803,2000.0,2008-01-09,other,0.0,0%,331xx,FL,10+ years,0.0
5804,10000.0,2008-01-09,ecorroa0611,684.0,27.86%,708xx,LA,6 years,0.0
5805,10000.0,2008-01-09,Manhattan Storefront Real Estate Rentals,631.0,1.58%,100xx,NY,1 year,0.0
5806,2500.0,2008-01-09,envensio,489.0,4.45%,532xx,WI,5 years,0.0
5807,15000.0,2008-01-09,99isback,588.0,18.66%,060xx,CT,< 1 year,0.0
5808,9050.0,2008-01-09,Education,701.0,0.29%,366xx,AL,< 1 year,0.0
5809,20000.0,2008-01-09,Paying for College,775.0,0.32%,841xx,UT,5 years,0.0
5810,14000.0,2008-01-09,other,725.0,70.6%,825xx,WY,4 years,0.0
5811,15000.0,2008-01-09,Consolidate debt,726.0,8.45%,021xx,MA,10+ years,0.0
5812,10000.0,2008-01-09,windancer000,543.0,1.25%,352xx,AL,< 1 year,0.0
5813,500.0,2008-01-09,booty06,0.0,0%,435xx,OH,< 1 year,0.0
5814,1000.0,2008-01-09,djcruz2006,502.0,3.43%,435xx,OH,2 years,0.0
5815,20000.0,2008-01-09,major_purchase,505.0,4%,891xx,NV,< 1 year,0.0
5816,5000.0,2008-01-09,VA Invest,607.0,10.43%,234xx,VA,5 years,0.0
5817,10000.0,2008-01-09,other,692.0,31.15%,891xx,NV,6 years,0.0
5818,5000.0,2008-01-09,ruffrider,663.0,36.61%,390xx,MS,4 years,0.0
5819,15000.0,2008-01-09,credit card consolidation,708.0,9.03%,113xx,NY,2 years,0.0
5820,10375.0,2008-01-09,Credit Card Debt Consolidation,675.0,12.96%,900xx,CA,1 year,0.0
5821,5000.0,2008-01-09,lisatr36,472.0,17.64%,060xx,CT,5 years,0.0
5822,2000.0,2008-01-09,GT Tuition Money 4 a National Guardsman,656.0,18.3%,303xx,GA,1 year,0.0
5823,2000.0,2008-01-09,elverickf,560.0,0%,390xx,MS,4 years,0.0
5824,10000.0,2008-01-09,other,,100%,301xx,GA,10+ years,0.0
5825,13500.0,2008-01-09,major_purchase,,100%,018xx,MA,2 years,0.0
5826,25000.0,2008-01-09,w8mpthy,673.0,32.01%,300xx,GA,5 years,0.0
5827,13000.0,2008-01-09,debt_consolidation,765.0,43.27%,351xx,AL,1 year,0.0
5828,14400.0,2008-01-09,Loan consolidation and personal expenses,696.0,18.99%,704xx,LA,3 years,0.0
5829,20000.0,2008-01-09,debt_consolidation,658.0,3.62%,070xx,NJ,< 1 year,0.0
5830,12000.0,2008-01-09,JK Loan,689.0,16.19%,554xx,MN,2 years,0.0
5831,25000.0,2008-01-09,Tax Liens,737.0,12.85%,841xx,UT,< 1 year,0.0
5832,20000.0,2008-01-09,Creditworthy,708.0,9.43%,310xx,GA,5 years,0.0
5833,5000.0,2008-01-09,tbilldre,411.0,10.92%,615xx,IL,3 years,0.0
5834,16000.0,2008-01-09,personal,715.0,0.33%,331xx,FL,7 years,0.0
5835,3000.0,2008-01-09,combscr2,551.0,6.57%,450xx,OH,2 years,0.0
5836,7500.0,2008-01-09,Debt Lowering,635.0,29.42%,850xx,AZ,< 1 year,0.0
5837,20000.0,2008-01-10,dazzlingdamsel,496.0,9.22%,983xx,WA,3 years,0.0
5838,5000.0,2008-01-10,cooper1971,507.0,0%,461xx,IN,< 1 year,0.0
5839,2000.0,2008-01-10,thisstepissoannoying,533.0,0%,172xx,PA,2 years,0.0
5840,15000.0,2008-01-10,dhinjax,533.0,8.78%,322xx,FL,4 years,0.0
5841,10000.0,2008-01-10,debt_consolidation,667.0,49%,624xx,IL,10+ years,0.0
5842,25000.0,2008-01-10,geestrad,684.0,29.63%,927xx,CA,3 years,0.0
5843,22700.0,2008-01-10,debt_consolidation,747.0,40.53%,871xx,NM,< 1 year,0.0
5844,10000.0,2008-01-10,Consolidate Debt,715.0,22.25%,080xx,NJ,10+ years,0.0
5845,8000.0,2008-01-10,major_purchase,637.0,32.77%,631xx,MO,1 year,0.0
5846,2000.0,2008-01-10,spank149,499.0,12.89%,100xx,NY,< 1 year,0.0
5847,25000.0,2008-01-10,futuresguy,701.0,5.26%,945xx,CA,1 year,0.0
5848,1500.0,2008-01-10,other,0.0,0%,105xx,NY,< 1 year,0.0
5849,1000.0,2008-01-10,prestoncyrie,491.0,11.76%,337xx,FL,< 1 year,0.0
5850,12000.0,2008-01-10,debt_consolidation,665.0,28.57%,539xx,WI,9 years,0.0
5851,2000.0,2008-01-10,thanks...,804.0,0.39%,900xx,CA,< 1 year,0.0
5852,8000.0,2008-01-10,Audi loan,675.0,0%,070xx,NJ,< 1 year,0.0
5853,17000.0,2008-01-10,major_purchase,559.0,21.95%,338xx,FL,10+ years,0.0
5854,5000.0,2008-01-10,stargazer1,541.0,0.22%,302xx,GA,10+ years,0.0
5855,10500.0,2008-01-10,MelissaA01,518.0,11.89%,800xx,CO,4 years,0.0
5856,7000.0,2008-01-10,debt_consolidation,604.0,6.43%,288xx,NC,4 years,0.0
5857,5000.0,2008-01-10,Mwangismom,0.0,0%,731xx,OK,1 year,0.0
5858,17000.0,2008-01-10,debt_consolidation,657.0,22.13%,070xx,NJ,6 years,0.0
5859,15000.0,2008-01-10,debt_consolidation,,100%,321xx,FL,8 years,0.0
5860,16000.0,2008-01-10,Debt Consolidation,798.0,1.1%,303xx,GA,2 years,0.0
5861,12000.0,2008-01-10,debt_consolidation,745.0,19.35%,539xx,WI,10+ years,0.0
5862,20000.0,2008-01-10,major_purchase,707.0,11.3%,119xx,NY,10+ years,0.0
5863,15000.0,2008-01-10,debt_consolidation,663.0,84.7%,370xx,TN,10+ years,0.0
5864,2300.0,2008-01-10,TRISH08,661.0,0%,104xx,NY,6 years,0.0
5865,15000.0,2008-01-10,other,737.0,29.88%,212xx,MD,10+ years,0.0
5866,3000.0,2008-01-10,hertfordnc,636.0,2.05%,279xx,NC,10+ years,0.0
5867,8000.0,2008-01-10,debt_consolidation,619.0,14.5%,329xx,FL,< 1 year,0.0
5868,3000.0,2008-01-10,BUSHT2005,406.0,6.12%,366xx,AL,5 years,0.0
5869,3000.0,2008-01-10,fix car,749.0,9.62%,804xx,CO,7 years,0.0
5870,17750.0,2008-01-10,Vincent Howe's Peronal Loan Request,678.0,9.64%,254xx,WV,4 years,0.0
5871,6500.0,2008-01-10,esantiago,571.0,10.32%,201xx,VA,1 year,0.0
5872,20000.0,2008-01-10,debt_consolidation,,100%,906xx,CA,4 years,0.0
5873,2000.0,2008-01-10,WTRISTAN61,0.0,3.6%,366xx,AL,5 years,0.0
5874,9544.55,2008-01-10,other,,100%,335xx,FL,10+ years,0.0
5875,15000.0,2008-01-10,major_purchase,713.0,9.46%,068xx,CT,10+ years,0.0
5876,25000.0,2008-01-10,Electric Car Promotion and Consolidation,670.0,19.99%,891xx,NV,3 years,0.0
5877,10000.0,2008-01-10,debt_consolidation,741.0,25.58%,350xx,AL,8 years,0.0
5878,2000.0,2008-01-10,johnolando,590.0,0%,900xx,CA,< 1 year,0.0
5879,6000.0,2008-01-10,Fehu,605.0,4.24%,840xx,UT,8 years,0.0
5880,4500.0,2008-01-10,other,717.0,12.85%,492xx,MI,10+ years,0.0
5881,5000.0,2008-01-10,debt_consolidation,,100%,503xx,IA,10+ years,0.0
5882,3000.0,2008-01-10,CONNIEMWOODARD,467.0,3.4%,490xx,MI,< 1 year,0.0
5883,20000.0,2008-01-10,other,700.0,43.16%,550xx,MN,10+ years,0.0
5884,20000.0,2008-01-10,amerb,611.0,1.81%,210xx,MD,6 years,0.0
5885,25000.0,2008-01-10,lambo,638.0,1.72%,117xx,NY,5 years,0.0
5886,7000.0,2008-01-10,spot,481.0,10.83%,212xx,MD,1 year,0.0
5887,21000.0,2008-01-10,debt_consolidation,677.0,27.12%,921xx,CA,10+ years,0.0
5888,15500.0,2008-01-10,momof1,444.0,2.45%,978xx,OR,2 years,0.0
5889,11500.0,2008-01-10,debt_consolidation,672.0,28%,982xx,WA,10+ years,0.0
5890,13000.0,2008-01-10,RaulF,643.0,30.43%,951xx,CA,7 years,0.0
5891,5000.0,2008-01-10,Consolidation of unpaid debt,573.0,0%,139xx,NY,< 1 year,0.0
5892,3000.0,2008-01-10,debt_consolidation,,100%,439xx,OH,10+ years,0.0
5893,1000.0,2008-01-10,MsShawna,450.0,6.69%,992xx,WA,< 1 year,0.0
5894,5000.0,2008-01-10,other,696.0,62.57%,852xx,AZ,5 years,0.0
5895,10000.0,2008-01-10,debt_consolidation,,100%,306xx,GA,6 years,0.0
5896,19000.0,2008-01-10,debt_consolidation,714.0,29.16%,137xx,NY,8 years,0.0
5897,12000.0,2008-01-10,debt_consolidation,694.0,9.39%,356xx,AL,6 years,0.0
5898,3000.0,2008-01-10,other,675.0,101.6%,322xx,FL,< 1 year,0.0
5899,15000.0,2008-01-10,Want to refi,689.0,40.89%,933xx,CA,10+ years,0.0
5900,5000.0,2008-01-11,overunder21,0.0,0%,985xx,WA,1 year,0.0
5901,12000.0,2008-01-11,debt_consolidation,672.0,24.14%,021xx,MA,1 year,0.0
5902,3000.0,2008-01-11,HAITI,549.0,58.48%,331xx,FL,3 years,0.0
5903,5000.0,2008-01-11,debt_consolidation,672.0,45.5%,014xx,MA,10+ years,0.0
5904,20000.0,2008-01-11,mhs312,639.0,32.65%,801xx,CO,< 1 year,0.0
5905,16000.0,2008-01-11,debt_consolidation,,100%,321xx,FL,2 years,0.0
5906,10000.0,2008-01-11,Babs911,662.0,38.8%,500xx,IA,3 years,0.0
5907,20000.0,2008-01-11,debt_consolidation,637.0,15.04%,600xx,IL,10+ years,0.0
5908,3250.0,2008-01-11,other,673.0,0.57%,750xx,TX,4 years,0.0
5909,5000.0,2008-01-11,josta57,530.0,40.15%,103xx,NY,10+ years,0.0
5910,15000.0,2008-01-11,OhioLCMember,532.0,16.68%,446xx,OH,10+ years,0.0
5911,7000.0,2008-01-11,PCHST,637.0,21.52%,300xx,GA,3 years,0.0
5912,2000.0,2008-01-11,notyouraveragemom,601.0,0%,717xx,AR,1 year,0.0
5913,5000.0,2008-01-11,other,689.0,0.26%,088xx,NJ,2 years,0.0
5914,20000.0,2008-01-11,ctkirk,501.0,34.49%,469xx,IN,3 years,0.0
5915,22350.0,2008-01-11,Electric Car Consolidation Part 2,670.0,26.42%,891xx,NV,3 years,0.0
5916,6000.0,2008-01-11,sdew22,550.0,7.38%,388xx,MS,1 year,0.0
5917,6000.0,2008-01-11,scdew22,567.0,4.23%,388xx,MS,< 1 year,0.0
5918,10000.0,2008-01-11,debt_consolidation,,100%,114xx,NY,10+ years,0.0
5919,6500.0,2008-01-11,tonyshah,587.0,20.24%,207xx,MD,7 years,0.0
5920,500.0,2008-01-11,I have a store credit account that is charging over 20% interest and I would like to pay it off ASAP but w/o the massive interest rate I am currently being charged,709.0,22.04%,210xx,MD,< 1 year,0.0
5921,12000.0,2008-01-11,debt consolidate,684.0,22.69%,900xx,CA,10+ years,0.0
5922,10000.0,2008-01-11,major_purchase,707.0,1.43%,770xx,TX,6 years,0.0
5923,20000.0,2008-01-11,other,,100%,300xx,GA,10+ years,0.0
5924,17000.0,2008-01-11,in it to win it,656.0,62.3%,327xx,FL,1 year,0.0
5925,20000.0,2008-01-11,Shelly,586.0,11.96%,921xx,CA,9 years,0.0
5926,3000.0,2008-01-11,cgomez1102,,100%,741xx,OK,4 years,0.0
5927,25000.0,2008-01-11,House of My Dreams Awaits in Brasil,680.0,1.4%,023xx,MA,1 year,0.0
5928,5000.0,2008-01-11,rondalea,481.0,9.13%,959xx,CA,6 years,0.0
5929,1000.0,2008-01-11,StarvingStudent,464.0,0%,984xx,WA,1 year,0.0
5930,700.0,2008-01-11,yahorton27,527.0,3.76%,357xx,AL,< 1 year,0.0
5931,5000.0,2008-01-11,studentmominohio,523.0,46.8%,444xx,OH,< 1 year,0.0
5932,20000.0,2008-01-11,debt_consolidation,634.0,23.7%,945xx,CA,10+ years,0.0
5933,12000.0,2008-01-11,debt_consolidation,668.0,30.69%,453xx,OH,4 years,0.0
5934,2500.0,2008-01-11,twinkles,623.0,15.51%,073xx,NJ,10+ years,0.0
5935,12000.0,2008-01-11,teachercrutch,735.0,22.94%,783xx,TX,< 1 year,0.0
5936,5000.0,2008-01-11,personal loan,652.0,2.15%,024xx,MA,2 years,0.0
5937,9325.0,2008-01-11,Marketing and Inventory,640.0,24.41%,787xx,TX,10+ years,0.0
5938,1500.0,2008-01-11,fiesty,584.0,40.29%,241xx,VA,9 years,0.0
5939,5000.0,2008-01-11,zeetz,491.0,8.68%,371xx,TN,4 years,0.0
5940,5500.0,2008-01-11,debt_consolidation,701.0,8.56%,957xx,CA,2 years,0.0
5941,16000.0,2008-01-11,debt_consolidation,653.0,6.18%,996xx,AK,1 year,0.0
5942,17000.0,2008-01-11,mnewyork,584.0,0.71%,490xx,MI,8 years,0.0
5943,18000.0,2008-01-11,DJ64,577.0,22.62%,442xx,OH,9 years,0.0
5944,5000.0,2008-01-11,major_purchase,,100%,117xx,NY,10+ years,0.0
5945,3500.0,2008-01-11,joyyarbrough,526.0,5.03%,636xx,MO,10+ years,0.0
5946,10000.0,2008-01-11,sdonnell80,626.0,4.65%,222xx,VA,< 1 year,0.0
5947,15000.0,2008-01-11,debt_consolidation,737.0,28.12%,182xx,PA,10+ years,0.0
5948,1000.0,2008-01-11,fc3s_d1jp,532.0,0.6%,787xx,TX,1 year,0.0
5949,15000.0,2008-01-11,debt_consolidation,670.0,32.31%,029xx,RI,10+ years,0.0
5950,20000.0,2008-01-11,major_purchase,723.0,1.94%,330xx,FL,10+ years,0.0
5951,8000.0,2008-01-11,tina c,0.0,0%,497xx,MI,5 years,0.0
5952,14000.0,2008-01-11,emock81,709.0,24.88%,146xx,NY,5 years,0.0
5953,22000.0,2008-01-11,debt_consolidation,677.0,31.36%,328xx,FL,< 1 year,0.0
5954,16240.0,2008-01-11,debt_consolidation,,100%,941xx,CA,1 year,0.0
5955,20000.0,2008-01-11,debt_consolidation,685.0,24.83%,152xx,PA,10+ years,0.0
5956,20000.0,2008-01-11,other,651.0,24.44%,305xx,GA,2 years,0.0
5957,3500.0,2008-01-11,debt_consolidation,720.0,35.88%,150xx,PA,1 year,0.0
5958,15000.0,2008-01-11,cjonesm,388.0,7.28%,750xx,TX,5 years,0.0
5959,20000.0,2008-01-12,debt_consolidation,729.0,30.16%,070xx,NJ,< 1 year,0.0
5960,20000.0,2008-01-12,debt_consolidation,664.0,1.59%,728xx,AR,10+ years,0.0
5961,20000.0,2008-01-12,GradStudent,618.0,43.25%,060xx,CT,< 1 year,0.0
5962,10000.0,2008-01-12,other,0.0,0%,995xx,AK,< 1 year,0.0
5963,20000.0,2008-01-12,shewee,493.0,8.6%,584xx,ND,2 years,0.0
5964,20000.0,2008-01-12,carola1272,559.0,9.38%,212xx,MD,10+ years,0.0
5965,11100.0,2008-01-12,debt_consolidation,643.0,9.34%,085xx,NJ,5 years,0.0
5966,15000.0,2008-01-12,debt_consolidation,,100%,241xx,VA,10+ years,0.0
5967,3000.0,2008-01-12,redcar2003,589.0,1314.23%,109xx,NY,< 1 year,0.0
5968,15000.0,2008-01-12,other,,100%,104xx,NY,2 years,0.0
5969,8000.0,2008-01-12,debt_consolidation,787.0,2.35%,282xx,NC,10+ years,0.0
5970,13000.0,2008-01-12,debt_consolidation,,100%,260xx,WV,10+ years,0.0
5971,9500.0,2008-01-12,idream620,518.0,31.87%,200xx,DC,1 year,0.0
5972,13000.0,2008-01-12,debt_consolidation,672.0,18.87%,115xx,NY,< 1 year,0.0
5973,20000.0,2008-01-12,lemongrass_green2,517.0,25.03%,100xx,NY,< 1 year,0.0
5974,5000.0,2008-01-12,adil,510.0,11.35%,085xx,NJ,< 1 year,0.0
5975,2600.0,2008-01-12,OverSize,459.0,9.63%,945xx,CA,1 year,0.0
5976,18000.0,2008-01-12,RonandTammy,548.0,7.52%,173xx,PA,10+ years,0.0
5977,3500.0,2008-01-12,Topaz,676.0,31.09%,030xx,NH,3 years,0.0
5978,6000.0,2008-01-12,debt_consolidation,649.0,6.73%,913xx,CA,8 years,0.0
5979,16000.0,2008-01-12,debt_consolidation,702.0,20.64%,803xx,CO,6 years,0.0
5980,20000.0,2008-01-12,debt_consolidation,654.0,2.4%,440xx,OH,< 1 year,0.0
5981,15000.0,2008-01-12,truckerman,496.0,23.94%,584xx,ND,8 years,0.0
5982,2000.0,2008-01-12,young1,632.0,11.19%,953xx,CA,6 years,0.0
5983,5500.0,2008-01-12,TamaraD39,0.0,0%,277xx,NC,3 years,0.0
5984,25000.0,2008-01-12,gr8dayns,647.0,25.68%,300xx,GA,4 years,0.0
5985,20000.0,2008-01-12,other,712.0,28.47%,232xx,VA,2 years,0.0
5986,1500.0,2008-01-12,GFMyers,0.0,0%,941xx,CA,2 years,0.0
5987,15000.0,2008-01-12,wspk,480.0,37.38%,497xx,MI,2 years,0.0
5988,20000.0,2008-01-12,olgranny,489.0,167.53%,584xx,ND,10+ years,0.0
5989,11150.0,2008-01-12,Certification Courses ,693.0,18.53%,750xx,TX,4 years,0.0
5990,4000.0,2008-01-12,marilynb0242,632.0,24.8%,190xx,PA,< 1 year,0.0
